Rk,Name,Age,Tm,Lg,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
20,Tyler Anderson*\anderty01,31,PIT,NL,3,3,.500,3.05,7,7,0,0,0,0,41.1,31,14,14,3,12,0,37,0,0,0,164,135,3.12,1.040,6.8,0.7,2.6,8.1,3.08
21,Matt Andriese\andrima01,31,BOS,AL,1,1,.500,3.52,12,0,1,0,0,1,15.1,18,8,6,1,5,0,15,1,1,0,69,125,3.17,1.500,10.6,0.6,2.9,8.8,3.00
22,Tejay Antone\antonte01,27,CIN,NL,1,0,1.000,2.60,10,0,2,0,0,1,17.1,6,5,5,2,9,0,23,3,0,1,67,178,4.02,0.865,3.1,1.0,4.7,11.9,2.56
23,Chris Archer\archech01,32,TBR,AL,0,1,.000,6.23,2,1,0,0,0,0,4.1,7,4,3,0,1,0,6,0,0,0,21,66,1.02,1.846,14.5,0.0,2.1,12.5,6.00
24,Kohei Arihara\arihako01,28,TEX,AL,2,3,.400,6.59,7,7,0,0,0,0,28.2,32,22,21,7,12,0,17,2,0,1,127,66,6.55,1.535,10.0,2.2,3.8,5.3,1.42
25,Shawn Armstrong\armstsh01,30,BAL,AL,0,0,,10.80,12,0,3,0,0,0,10.0,15,13,12,3,7,0,10,1,0,0,54,41,7.40,2.200,13.5,2.7,6.3,9.0,1.43
26,Jake Arrieta\arrieja01,35,CHC,NL,3,3,.500,4.31,6,6,0,0,0,0,31.1,29,15,15,5,12,1,28,1,0,1,135,89,4.63,1.309,8.3,1.4,3.4,8.0,2.33
27,Willians Astudillo\astudwi01,29,MIN,AL,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3,,3.10,0.000,0.0,0.0,0.0,0.0,
28,Luis Avilan*\avilalu01,31,WSN,NL,0,1,.000,12.60,4,0,0,0,0,0,5.0,7,7,7,1,3,0,4,1,0,0,27,33,6.50,2.000,12.6,1.8,5.4,7.2,1.33
29,Caleb Baragar*\baragca01,27,SFG,NL,2,0,1.000,0.00,12,0,2,0,0,0,9.0,8,1,0,0,5,0,8,1,0,0,39,,3.32,1.444,8.0,0.0,5.0,8.0,1.60
30,Daniel Bard\bardda01,36,COL,NL,1,2,.333,7.36,12,0,9,0,0,3,11.0,17,11,9,2,7,0,14,1,0,0,59,64,5.10,2.182,13.9,1.6,5.7,11.5,2.00
31,Scott Barlow\barlosc01,28,KCR,AL,1,0,1.000,2.45,16,0,2,0,0,1,18.1,16,5,5,0,7,0,23,0,0,1,78,181,1.74,1.255,7.9,0.0,3.4,11.3,3.29
32,Jacob Barnes\barneja01,31,NYM,NL,1,0,1.000,5.23,9,0,2,0,0,0,10.1,10,6,6,3,2,0,10,0,0,0,44,75,5.52,1.161,8.7,2.6,1.7,8.7,5.00
33,Matt Barnes\barnema01,31,BOS,AL,1,0,1.000,2.00,17,0,12,0,0,8,18.0,6,4,4,1,3,0,30,0,0,1,62,220,0.99,0.500,3.0,0.5,1.5,15.0,10.00
34,Jaime Barria\barrija01,24,LAA,AL,0,0,,31.50,1,0,0,0,0,0,2.0,6,7,7,0,4,0,0,0,0,0,15,16,9.10,5.000,27.0,0.0,18.0,0.0,0.00
35,Anthony Bass\bassan01,33,MIA,NL,1,3,.250,5.40,14,0,5,0,0,0,11.2,14,8,7,2,5,2,9,3,0,0,54,76,5.84,1.629,10.8,1.5,3.9,6.9,1.80
36,Chris Bassitt\bassich01,32,OAK,AL,2,2,.500,3.70,7,7,0,0,0,0,41.1,38,17,17,3,12,0,43,5,0,0,175,105,3.20,1.210,8.3,0.7,2.6,9.4,3.58
37,Trevor Bauer\bauertr01,30,LAD,NL,3,2,.600,2.50,8,8,0,1,0,0,50.1,27,15,14,8,14,0,67,3,0,1,193,151,3.52,0.815,4.8,1.4,2.5,12.0,4.79
38,Eduard Bazardo\bazared01,25,BOS,AL,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,2,0,1,0,0,0,5,,7.10,2.000,0.0,0.0,18.0,9.0,0.50
39,David Bednar\bednada01,26,PIT,NL,0,0,,2.13,14,0,7,0,0,0,12.2,8,3,3,2,3,0,13,0,0,0,49,196,3.81,0.868,5.7,1.4,2.1,9.2,4.33
40,Cam Bedrosian\bedroca01,29,CIN,NL,0,0,,11.12,6,0,2,0,0,0,5.2,10,7,7,2,6,0,7,0,0,0,33,43,8.39,2.824,15.9,3.2,9.5,11.1,1.17
41,Anthony Bemboom\bemboan01,31,LAA,AL,0,0,,18.00,1,0,1,0,0,0,1.0,3,2,2,1,0,0,0,0,0,0,7,33,16.10,3.000,27.0,9.0,0.0,0.0,
42,Anthony Bender\bendean01,26,MIA,NL,0,0,,0.00,3,0,0,0,0,0,3.0,1,0,0,0,0,0,5,0,0,0,10,,-0.23,0.333,3.0,0.0,0.0,15.0,
43,Wes Benjamin*\benjawe01,27,TEX,AL,0,1,.000,4.76,3,0,0,0,0,0,5.2,4,3,3,1,6,0,5,0,0,0,25,96,6.81,1.765,6.4,1.6,9.5,7.9,0.83
44,Travis Bergen*\bergetr01,27,TOR,AL,0,0,,0.00,5,1,1,0,0,0,6.2,2,0,0,0,3,0,4,1,0,0,25,,3.70,0.750,2.7,0.0,4.1,5.4,1.33
45,Jose Berrios\berrijo01,27,MIN,AL,3,2,.600,3.49,7,7,0,0,0,0,38.2,30,15,15,3,14,0,43,3,0,1,154,113,3.20,1.138,7.0,0.7,3.3,10.0,3.07
46,Dellin Betances\betande01,33,NYM,NL,0,0,,9.00,1,0,0,0,0,0,1.0,0,1,1,0,1,0,1,1,0,0,5,59,7.10,1.000,0.0,0.0,9.0,9.0,1.00
47,Alec Bettinger\bettial01,25,MIL,NL,0,1,.000,15.43,2,1,0,0,0,0,7.0,13,12,12,2,3,0,4,1,0,1,37,28,7.39,2.286,16.7,2.6,3.9,5.1,1.33
48,Phil Bickford\bickfph01,25,MIL,NL,0,0,,18.00,1,0,0,0,0,0,1.0,2,2,2,1,1,0,0,1,0,0,7,31,22.10,3.000,18.0,9.0,9.0,0.0,0.00
49,Jesse Biddle*\biddlje01,29,ATL,NL,0,0,,8.59,5,0,3,0,0,0,7.1,8,7,7,1,4,0,8,1,0,2,35,53,4.74,1.636,9.8,1.2,4.9,9.8,2.00
50,Shane Bieber\biebesh01,26,CLE,AL,3,2,.600,2.98,7,7,0,0,0,0,48.1,37,17,16,6,15,0,77,2,0,3,200,145,2.58,1.076,6.9,1.1,2.8,14.3,5.13
51,Brandon Bielak\bielabr01,25,HOU,AL,1,1,.500,4.30,6,0,1,0,0,0,14.2,11,7,7,1,5,0,12,0,0,1,60,99,3.37,1.091,6.8,0.6,3.1,7.4,2.40
52,Alex Blandino\blandal01,28,CIN,NL,0,0,,0.00,2,0,2,0,0,0,1.1,0,0,0,0,1,0,0,0,0,0,4,,5.35,0.750,0.0,0.0,6.8,0.0,0.00
53,Richard Bleier*\bleieri01,34,MIA,NL,2,0,1.000,4.50,15,0,2,0,0,0,14.0,13,7,7,4,0,0,13,0,0,0,54,91,4.96,0.929,8.4,2.6,0.0,8.4,
54,Ryan Borucki*\borucry01,27,TOR,AL,3,1,.750,4.05,13,0,3,0,0,0,13.1,7,7,6,1,5,0,14,0,0,1,51,105,3.10,0.900,4.7,0.7,3.4,9.5,2.80
55,Ben Bowden*\bowdebe01,26,COL,NL,1,2,.333,7.20,12,0,3,0,0,0,10.0,16,9,8,1,3,0,10,0,0,0,50,65,3.30,1.900,14.4,0.9,2.7,9.0,3.33
56,Brad Boxberger\boxbebr01,33,MIL,NL,0,0,,1.50,13,0,3,0,0,1,12.0,7,2,2,1,2,0,14,1,0,0,46,280,2.60,0.750,5.3,0.8,1.5,10.5,7.00
57,Matthew Boyd*\boydma01,30,DET,AL,2,3,.400,2.27,6,6,0,0,0,0,35.2,26,10,9,1,7,0,24,3,0,2,139,187,2.96,0.925,6.6,0.3,1.8,6.1,3.43
58,Archie Bradley\bradlar01,28,PHI,NL,0,1,.000,6.00,4,0,0,0,0,0,3.0,4,2,2,0,1,0,3,0,0,1,14,74,2.10,1.667,12.0,0.0,3.0,9.0,3.00
59,Jake Brentz*\brentja01,26,KCR,AL,0,0,,3.07,17,0,3,0,0,0,14.2,11,6,5,2,10,1,16,0,1,1,66,146,4.74,1.432,6.8,1.2,6.1,9.8,1.60
60,Austin Brice\briceau01,29,BOS,AL,0,0,,8.38,10,0,1,0,0,0,9.2,11,9,9,2,6,0,7,4,0,0,48,53,7.44,1.759,10.2,1.9,5.6,6.5,1.17
61,Connor Brogdon\brogdco01,26,PHI,NL,3,1,.750,6.39,14,0,1,0,0,0,12.2,12,10,9,2,7,1,9,1,0,0,56,63,5.63,1.500,8.5,1.4,5.0,6.4,1.29
62,Rex Brothers*\brothre01,33,CHC,NL,1,0,1.000,3.00,14,0,1,0,0,1,12.0,8,4,4,1,5,0,21,3,0,0,51,130,2.68,1.083,6.0,0.8,3.8,15.8,4.20
63,JT Brubaker\brubajt01,27,PIT,NL,2,2,.500,2.78,6,6,0,0,0,0,32.1,29,10,10,5,8,0,37,5,1,0,138,148,4.03,1.144,8.1,1.4,2.2,10.3,4.63
64,Kris Bubic*\bubickr01,23,KCR,AL,0,0,,2.35,3,0,1,0,0,0,7.2,5,2,2,0,3,0,4,0,0,0,30,194,3.23,1.043,5.9,0.0,3.5,4.7,1.33
65,Walker Buehler\buehlwa01,26,LAD,NL,1,0,1.000,3.13,6,6,0,0,0,0,37.1,33,13,13,5,2,0,39,1,0,0,145,121,2.99,0.938,8.0,1.2,0.5,9.4,19.50
66,J.B. Bukauskas\bukaujb01,24,ARI,NL,1,1,.500,8.10,9,0,0,0,0,0,6.2,9,6,6,1,2,0,6,0,0,0,30,54,4.15,1.650,12.2,1.4,2.7,8.1,3.00
67,Madison Bumgarner*\bumgama01,31,ARI,NL,3,2,.600,4.91,7,7,0,1,1,0,36.2,30,20,20,5,10,1,40,5,1,0,153,84,3.92,1.091,7.4,1.2,2.5,9.8,4.00
68,Aaron Bummer*\bummeaa01,27,CHW,AL,0,1,.000,1.59,13,0,1,0,0,0,11.1,10,4,2,0,6,0,16,1,0,0,51,265,2.13,1.412,7.9,0.0,4.8,12.7,2.67
69,Dylan Bundy\bundydy01,28,LAA,AL,0,4,.000,5.03,7,7,0,0,0,0,39.1,35,23,22,5,10,0,43,2,0,1,164,87,3.48,1.144,8.0,1.1,2.3,9.8,4.30
70,Zack Burdi\burdiza01,26,CHW,AL,0,0,,3.00,1,0,0,0,0,0,3.0,3,2,1,1,1,0,3,0,0,0,13,153,6.43,1.333,9.0,3.0,3.0,9.0,3.00
71,Corbin Burnes\burneco01,26,MIL,NL,2,2,.500,1.53,5,5,0,0,0,0,29.1,16,6,5,1,0,0,49,3,0,0,108,268,0.51,0.545,4.9,0.3,0.0,15.0,
72,Matt Bush\bushma01,35,TEX,AL,0,0,,9.00,3,0,1,0,0,0,3.0,4,3,3,3,1,0,4,0,0,0,14,54,14.43,1.667,12.0,9.0,3.0,12.0,4.00
73,Asdrubal Cabrera\cabreas01,35,ARI,NL,0,0,,0.00,2,0,1,0,0,0,1.1,1,0,0,0,0,0,0,0,0,0,4,,3.10,0.750,6.8,0.0,0.0,0.0,
74,Genesis Cabrera*\cabrege01,24,STL,NL,0,1,.000,2.87,16,0,2,0,0,0,15.2,10,6,5,1,7,0,18,2,0,2,67,132,3.36,1.085,5.7,0.6,4.0,10.3,2.57
75,Trevor Cahill\cahiltr01,33,PIT,NL,1,4,.200,6.75,6,6,0,0,0,0,29.1,37,24,22,3,9,0,26,0,0,2,132,61,3.58,1.568,11.4,0.9,2.8,8.0,2.89
76,Paul Campbell\campbpa02,25,MIA,NL,0,2,.000,8.74,5,1,0,0,0,0,11.1,19,14,11,1,6,0,13,2,0,2,61,47,4.07,2.206,15.1,0.8,4.8,10.3,2.17
77,Griffin Canning\cannigr01,25,LAA,AL,3,2,.600,5.19,6,5,0,0,0,0,26.0,26,16,15,6,10,0,30,0,0,1,113,84,4.95,1.385,9.0,2.1,3.5,10.4,3.00
78,Daniel Castano*\castada01,26,MIA,NL,0,2,.000,5.19,4,4,0,0,0,0,17.1,20,10,10,3,7,0,10,1,0,0,78,78,5.58,1.558,10.4,1.6,3.6,5.2,1.43
79,Ryan Castellani\castery01,25,COL,NL,0,0,,5.40,1,1,0,0,0,0,3.1,5,2,2,1,4,0,2,1,0,0,17,93,10.30,2.700,13.5,2.7,10.8,5.4,0.50
80,Diego Castillo\castidi01,27,TBR,AL,0,2,.000,3.14,14,0,10,0,0,7,14.1,10,5,5,2,6,1,20,0,0,1,58,124,3.38,1.116,6.3,1.3,3.8,12.6,3.33
81,Luis Castillo\castilu02,28,CIN,NL,1,4,.200,6.42,7,7,0,0,0,0,33.2,45,30,24,5,10,1,26,2,0,1,155,72,4.56,1.634,12.0,1.3,2.7,7.0,2.60
82,Anthony Castro\castran02,26,TOR,AL,0,0,,0.00,6,0,2,0,0,1,7.1,3,0,0,0,1,0,9,1,0,1,27,,1.46,0.545,3.7,0.0,1.2,11.0,9.00
83,Harold Castro\castrha01,27,DET,AL,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,1,0,0,0,0,0,4,,6.10,1.000,0.0,0.0,9.0,0.0,0.00
84,Miguel Castro\castrmi01,26,NYM,NL,0,0,,2.77,13,1,2,0,0,0,13.0,11,5,4,1,6,0,20,1,0,2,57,141,2.64,1.308,7.6,0.7,4.2,13.8,3.33
85,Dylan Cease\ceasedy01,25,CHW,AL,2,0,1.000,2.37,6,6,0,1,1,0,30.1,22,8,8,2,15,0,40,0,1,2,125,174,2.80,1.220,6.5,0.6,4.5,11.9,2.67
86,Luis Cessa\cessalu01,29,NYY,AL,0,0,,2.40,11,0,5,0,0,0,15.0,9,8,4,1,11,1,18,0,0,0,66,169,3.77,1.333,5.4,0.6,6.6,10.8,1.64
87,Jhoulys Chacin\chacijh01,33,COL,NL,0,1,.000,5.84,6,0,0,0,0,0,12.1,15,8,8,3,7,0,7,0,0,0,57,80,6.83,1.784,10.9,2.2,5.1,5.1,1.00
88,Andrew Chafin*\chafian01,31,CHC,NL,0,1,.000,3.38,17,0,0,0,0,0,16.0,10,6,6,1,6,1,18,2,0,1,66,115,3.16,1.000,5.6,0.6,3.4,10.1,3.00
89,Aroldis Chapman*\chapmar01,33,NYY,AL,2,0,1.000,0.00,13,0,9,0,0,7,13.0,4,1,0,0,4,1,29,0,0,0,47,,-0.44,0.615,2.8,0.0,2.8,20.1,7.25
90,JT Chargois\chargjt01,30,SEA,AL,0,0,,0.00,1,0,0,0,0,0,1.1,0,0,0,0,0,0,2,0,0,0,4,,0.10,0.000,0.0,0.0,0.0,13.5,
91,Tyler Chatwood\chatwty01,31,TOR,AL,0,0,,0.79,10,0,0,0,0,0,11.1,7,1,1,0,3,0,15,1,0,0,43,540,1.51,0.882,5.6,0.0,2.4,11.9,5.00
92,Adam Cimber\cimbead01,30,MIA,NL,0,0,,2.93,15,0,6,0,0,0,15.1,12,6,5,0,5,2,11,3,0,0,63,139,3.23,1.109,7.0,0.0,2.9,6.5,2.20
93,Steve Cishek\cishest01,35,LAA,AL,0,0,,6.55,13,0,1,0,0,0,11.0,15,12,8,0,11,2,12,0,1,3,60,68,3.92,2.364,12.3,0.0,9.0,9.8,1.09
94,Jose Cisnero\cisnejo01,32,DET,AL,0,1,.000,6.08,15,0,3,0,0,0,13.1,15,10,9,3,7,0,19,0,0,0,62,71,4.75,1.650,10.1,2.0,4.7,12.8,2.71
95,Aaron Civale\civalaa01,26,CLE,AL,5,0,1.000,2.91,7,7,0,0,0,0,46.1,34,16,15,5,14,0,33,2,1,1,182,148,4.11,1.036,6.6,1.0,2.7,6.4,2.36
96,Taylor Clarke\clarkta01,28,ARI,NL,1,0,1.000,4.86,13,0,4,0,0,0,16.2,18,10,9,3,4,0,16,0,0,0,70,86,4.24,1.320,9.7,1.6,2.2,8.6,4.00
97,Emmanuel Clase\claseem01,23,CLE,AL,2,2,.500,1.26,16,0,13,0,0,6,14.1,15,6,2,0,3,0,15,0,1,1,63,349,1.63,1.256,9.4,0.0,1.9,9.4,5.00
98,Alex Claudio*\claudal01,29,LAA,AL,0,0,,3.55,14,0,4,0,0,0,12.2,13,6,5,0,2,0,14,0,0,0,54,125,1.36,1.184,9.2,0.0,1.4,9.9,7.00
99,Sam Clay*\claysa01,28,WSN,NL,0,0,,3.48,11,0,1,0,0,0,10.1,6,4,4,1,4,1,8,1,0,0,41,116,4.26,0.968,5.2,0.9,3.5,7.0,2.00
100,Garrett Cleavinger*\cleavga01,27,LAD,NL,0,3,.000,6.23,6,0,3,0,0,0,4.1,8,6,3,2,3,0,7,0,0,0,24,66,7.95,2.538,16.6,4.2,6.2,14.5,2.33
101,Alex Cobb\cobbal01,33,LAA,AL,1,2,.333,5.48,5,5,0,0,0,0,21.1,26,16,13,1,10,0,31,2,0,0,102,80,2.49,1.688,11.0,0.4,4.2,13.1,3.10
102,Kyle Cody\codyky01,26,TEX,AL,0,2,.000,7.94,7,0,2,0,0,0,11.1,16,11,10,3,2,0,14,3,0,1,55,56,5.39,1.588,12.7,2.4,1.6,11.1,7.00
103,A.J. Cole\coleaj01,29,TOR,AL,0,0,,0.00,1,0,1,0,0,0,2.0,0,0,0,0,0,0,1,0,0,0,6,,2.10,0.000,0.0,0.0,0.0,4.5,
104,Gerrit Cole\colege01,30,NYY,AL,4,1,.800,1.61,7,7,0,0,0,0,44.2,29,9,8,3,3,0,66,1,0,2,164,247,1.29,0.716,5.8,0.6,0.6,13.3,22.00
105,Alex Colome\colomal01,32,MIN,AL,1,3,.250,5.68,12,0,6,0,0,2,12.2,14,15,8,2,7,0,13,3,0,0,62,71,5.47,1.658,9.9,1.4,5.0,9.2,1.86
106,Sam Coonrod\coonrsa01,28,PHI,NL,0,0,,1.13,14,0,3,0,0,2,16.0,11,2,2,2,2,0,18,1,0,1,62,356,3.04,0.813,6.2,1.1,1.1,10.1,9.00
107,Patrick Corbin*\corbipa01,31,WSN,NL,1,3,.250,7.36,6,6,0,0,0,0,29.1,31,25,24,10,14,1,20,2,0,0,131,54,7.80,1.534,9.5,3.1,4.3,6.1,1.43
108,Stefan Crichton\crichst01,29,ARI,NL,0,1,.000,4.35,13,0,7,0,0,3,10.1,13,7,5,0,6,2,9,0,0,1,49,98,3.10,1.839,11.3,0.0,5.2,7.8,1.50
109,Kyle Crick\crickky01,28,PIT,NL,0,0,,1.59,12,0,1,0,0,0,11.1,1,2,2,0,6,0,10,2,0,3,41,264,3.45,0.618,0.8,0.0,4.8,7.9,1.67
110,Nabil Crismatt\crismna01,26,SDP,NL,1,1,.500,3.09,6,0,2,0,0,0,11.2,14,6,4,1,6,1,10,1,0,2,54,122,4.30,1.714,10.8,0.8,4.6,7.7,1.67
111,Garrett Crochet*\crochga01,22,CHW,AL,0,2,.000,1.00,8,0,1,0,0,0,9.0,9,4,1,0,5,1,8,1,0,1,43,424,3.32,1.556,9.0,0.0,5.0,8.0,1.60
112,Jake Cronenworth\croneja01,27,SDP,NL,0,0,,0.00,1,0,1,0,0,0,0.2,1,0,0,0,0,0,1,0,0,0,3,,0.10,1.500,13.5,0.0,0.0,13.5,
113,Wil Crowe\crowewi01,26,PIT,NL,0,1,.000,4.02,4,3,0,0,0,0,15.2,12,7,7,1,9,0,12,2,0,3,67,104,4.50,1.340,6.9,0.6,5.2,6.9,1.33
114,Johnny Cueto\cuetojo01,35,SFG,NL,2,1,.667,3.52,4,4,0,0,0,0,23.0,21,9,9,2,5,0,20,0,0,0,92,108,3.14,1.130,8.2,0.8,2.0,7.8,4.00
115,John Curtiss\curtijo02,28,MIA,NL,2,1,.667,2.87,14,0,3,0,0,0,15.2,13,5,5,3,0,0,20,1,0,0,60,142,3.23,0.830,7.5,1.7,0.0,11.5,
116,Yu Darvish\darviyu01,34,SDP,NL,3,1,.750,2.27,7,7,0,0,0,0,43.2,29,11,11,5,12,0,57,5,0,3,174,162,3.15,0.939,6.0,1.0,2.5,11.7,4.75
117,Zach Davies\davieza02,28,CHC,NL,2,2,.500,6.30,7,7,0,0,0,0,30.0,36,22,21,3,19,0,18,3,0,0,146,61,5.40,1.833,10.8,0.9,5.7,5.4,0.95
118,Wade Davis\daviswa01,35,KCR,AL,0,1,.000,7.11,12,0,9,0,0,1,12.2,12,10,10,2,5,0,13,0,0,2,54,63,4.28,1.342,8.5,1.4,3.6,9.2,2.60
119,Grant Dayton*\daytogr01,33,ATL,NL,0,0,,5.00,9,0,1,0,0,0,9.0,9,5,5,1,3,1,10,0,0,0,39,90,3.32,1.333,9.0,1.0,3.0,10.0,3.33
120,Brett de Geus\degeubr01,23,TEX,AL,0,0,,5.06,11,0,6,0,0,0,16.0,12,9,9,1,8,0,14,3,0,1,68,87,4.23,1.250,6.8,0.6,4.5,7.9,1.75
121,Jose De Leon\deleojo03,28,CIN,NL,0,1,.000,8.35,9,2,1,0,0,0,18.1,22,17,17,4,11,0,33,2,0,3,91,55,4.46,1.800,10.8,2.0,5.4,16.2,3.00
122,Enyel De Los Santos\delosen01,25,PHI,NL,0,1,.000,27.00,2,0,0,0,0,0,1.0,3,4,3,0,1,0,1,1,0,1,8,20,7.10,4.000,27.0,0.0,9.0,9.0,1.00
123,Jacob deGrom\degroja01,33,NYM,NL,3,2,.600,0.68,6,6,0,1,1,0,40.0,17,6,3,2,7,0,65,0,0,0,141,567,1.03,0.600,3.8,0.5,1.6,14.6,9.29
124,Anthony DeSclafani\desclan01,31,SFG,NL,2,1,.667,2.40,7,7,0,1,1,0,41.1,29,11,11,4,10,0,36,0,0,2,162,158,3.34,0.944,6.3,0.9,2.2,7.8,3.60
125,Ross Detwiler*\detwiro01,35,MIA,NL,0,0,,2.31,13,2,1,0,0,0,11.2,7,3,3,0,7,0,14,1,0,0,51,178,2.76,1.200,5.4,0.0,5.4,10.8,2.00
126,Chris Devenski\devench02,30,ARI,NL,1,0,1.000,7.50,6,0,2,0,0,1,6.0,7,5,5,2,1,0,4,1,0,0,27,58,7.10,1.333,10.5,3.0,1.5,6.0,4.00
127,Edwin Diaz\diazed04,27,NYM,NL,1,1,.500,3.14,14,0,10,0,0,5,14.1,12,6,5,0,5,1,18,2,0,0,58,124,2.05,1.186,7.5,0.0,3.1,11.3,3.60
128,Miguel Diaz\diazmi02,26,SDP,NL,0,0,,0.00,1,1,0,0,0,0,3.0,1,0,0,0,2,0,3,0,0,0,12,,3.10,1.000,3.0,0.0,6.0,9.0,1.50
129,Jake Diekman*\diekmja01,34,OAK,AL,2,0,1.000,2.40,15,0,5,0,0,3,15.0,12,6,4,0,5,1,22,1,0,1,64,165,1.37,1.133,7.2,0.0,3.0,13.2,4.40
130,Randy Dobnak\dobnara01,26,MIN,AL,0,3,.000,8.16,7,0,3,0,0,1,14.1,18,14,13,4,3,0,11,0,0,0,64,49,5.82,1.465,11.3,2.5,1.9,6.9,3.67
131,Rafael Dolis\dolisra01,33,TOR,AL,1,0,1.000,4.26,15,0,9,0,0,3,12.2,4,6,6,1,9,0,13,2,0,0,52,100,4.68,1.026,2.8,0.7,6.4,9.2,1.44
132,Sean Doolittle*\doolise01,34,CIN,NL,2,0,1.000,3.97,13,0,5,0,0,1,11.1,11,5,5,1,6,1,15,0,0,0,49,118,3.19,1.500,8.7,0.8,4.8,11.9,2.50
133,Camilo Doval\dovalca01,23,SFG,NL,1,1,.500,7.04,9,0,2,0,0,0,7.2,6,6,6,3,3,1,8,0,0,0,31,56,7.27,1.174,7.0,3.5,3.5,9.4,2.67
