"Name","Team","W","L","ERA","G","GS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","playerid"
"Tyler Zuber","KCR","0","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","1","20379"
"J.B. Bukauskas","ARI","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","1","20491"
"Emmanuel Clase","CLE","0","0","0.00","1","0","0","0","0","1","0","0.2","5","0","0","0","0","3","0","0","0","0","0","21032"
"Kris Bubic","KCR","0","0","0.00","1","0","0","0","0","0","0","5.0","20","3","0","0","0","4","0","0","0","0","6","21455"
"John King","TEX","0","0","0.00","1","0","0","0","0","0","0","2.0","8","2","0","0","0","0","0","0","0","0","2","22051"
"Drew Rasmussen","MIL","0","0","0.00","1","0","0","0","0","0","0","1.0","6","1","0","0","0","2","1","0","0","0","1","25385"
"Garrett Crochet","CHW","0","0","0.00","1","0","0","0","0","1","0","1.0","5","0","0","0","0","2","0","0","1","0","2","27463"
"Patrick Corbin","WSN","1","0","1.29","1","1","0","0","0","0","0","7.0","26","5","1","1","0","0","0","0","0","0","9","9323"
"Spencer Turnbull","DET","1","0","1.42","1","1","0","0","0","0","0","6.1","27","6","1","1","0","1","0","1","0","0","7","16207"
"Trevor Rogers","MIA","1","0","1.50","1","1","0","0","0","0","0","6.0","24","4","1","1","0","2","0","0","0","0","7","22286"
"Corbin Burnes","MIL","0","1","1.80","1","1","0","0","0","0","0","5.0","20","5","1","1","0","1","0","0","0","0","9","19361"
"Zach Plesac","CLE","1","0","2.25","1","1","0","0","0","0","0","8.0","28","2","2","2","1","3","0","0","1","0","2","19979"
"Garrett Whitlock","BOS","0","0","3.00","1","0","0","0","1","0","0","3.0","13","3","1","1","0","1","0","1","0","0","2","20191"
"Ross Stripling","TOR","0","0","3.60","1","1","0","0","0","0","0","5.0","20","4","2","2","1","1","0","0","0","0","9","13273"
"Cristian Javier","HOU","0","0","3.86","1","1","0","0","0","0","0","7.0","27","4","3","3","1","2","0","0","1","0","6","17606"
"Merrill Kelly","ARI","0","1","4.26","1","1","0","0","0","0","0","6.1","27","7","3","3","0","2","0","0","0","0","4","11156"
"Michael Pineda","MIN","0","1","5.06","1","1","0","0","0","0","0","5.1","23","4","3","3","2","3","0","0","0","0","7","5372"
"Mike Foltynewicz","TEX","0","0","5.40","1","1","0","0","0","0","0","5.0","25","8","3","3","0","3","0","0","0","0","3","10811"
"Wil Crowe","PIT","0","1","5.40","1","1","0","0","0","0","0","5.0","22","6","3","3","1","1","0","0","0","0","5","19800"
"Charlie Morton","ATL","0","0","5.79","1","1","0","0","0","0","0","4.2","23","7","3","3","0","2","0","1","0","0","4","4676"
"Carson Fulmer","CIN","0","0","6.75","1","0","0","0","0","0","0","1.1","9","3","2","1","0","2","0","0","0","0","1","18311"
"Zach Eflin","PHI","0","1","7.50","1","1","0","0","0","0","0","6.0","26","7","5","5","2","2","1","0","0","0","9","13774"
"Jameson Taillon","NYY","0","1","7.71","1","1","0","0","0","0","0","4.2","22","6","4","4","1","2","0","0","1","0","9","11674"
"Justin Wilson","NYY","0","0","9.00","1","0","0","0","0","0","0","1.0","7","2","2","1","0","1","0","0","0","0","1","4301"
"Hunter Strickland","TBR","0","0","9.00","1","0","0","0","0","0","0","1.0","5","2","1","1","0","1","0","0","0","0","0","7836"
"Taylor Rogers","MIN","0","0","9.00","1","0","0","0","0","0","0","1.0","6","2","1","1","0","1","0","0","0","0","2","13449"
"Angel Perdomo","MIL","0","0","9.00","1","0","0","0","0","0","0","1.0","6","0","1","1","0","3","0","0","0","0","0","17759"
"Camilo Doval","SFG","0","0","9.00","1","0","0","0","0","1","0","1.0","5","2","1","1","1","0","0","0","0","0","0","21992"
"Logan Gilbert","SEA","0","1","9.00","1","1","0","0","0","0","0","4.0","18","5","4","4","2","0","0","0","2","0","5","22250"
"Daniel Lynch","KCR","0","1","10.13","1","1","0","0","0","0","0","2.2","15","7","4","3","0","0","0","0","0","0","4","21537"
"Michael King","NYY","0","0","11.57","1","0","0","0","0","0","0","2.1","11","2","3","3","1","2","0","0","0","0","6","19853"
"A.J. Minter","ATL","0","0","13.50","1","0","0","0","0","0","1","0.2","4","1","1","1","0","1","0","0","0","0","1","18655"
"Tim Mayza","TOR","0","0","18.00","1","0","0","0","0","0","1","1.0","5","2","2","2","1","0","0","0","0","0","2","15042"
"Luis Castillo","CIN","0","1","19.64","1","1","0","0","0","0","0","3.2","23","10","8","8","1","2","0","0","0","1","3","15689"
"Cionel Perez","CIN","0","0","27.00","1","0","0","0","0","0","0","1.0","6","2","3","3","1","1","0","0","0","0","0","19614"
"Mychal Givens","COL","0","0","27.00","1","0","0","0","0","0","0","0.1","2","1","1","1","1","0","0","0","0","0","1","10430"
"Chris Devenski","ARI","0","0","27.00","1","0","0","0","0","0","0","0.2","5","4","2","2","0","0","0","0","0","0","0","12763"
"Jose Ruiz","CHW","0","0","27.00","1","0","0","0","0","1","0","0.1","4","3","1","1","1","0","0","0","0","0","0","14552"
"Sean Manaea","OAK","0","1","31.50","1","1","0","0","0","0","0","2.0","17","10","7","7","2","1","0","0","0","0","2","15873"
"Gregory Soto","DET","0","0","54.00","1","0","0","0","0","1","0","0.1","4","2","2","2","0","1","0","0","0","0","0","19677"
"Lucas Gilbreath","COL","0","0","81.00","1","0","0","0","0","0","0","0.1","4","3","3","3","1","0","0","0","0","0","1","21290"
"Will Smith","ATL","0","1","108.00","1","0","0","0","0","0","0","0.1","6","5","4","4","0","0","0","0","0","0","0","8048"
"Robert Stephenson","COL","0","0","108.00","1","0","0","0","0","0","0","0.1","5","4","4","4","0","0","0","0","0","0","1","13594"
